Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Darius Garland,CLE,ORL,W,28.55,8,16,0.5,3,9,0.333,6,6,1,1,2,3,4,1,1,3,5,25,17.8,11/1/24
Trae Young,ATL,SAC,L,42.3,8,21,0.381,3,9,0.333,6,7,0.857,1,4,5,12,0,0,5,2,25,17.6,11/1/24
Tre Mann,CHO,BOS,L,29.52,10,18,0.556,3,6,0.5,0,0,0,1,3,4,5,0,1,3,0,23,17.2,11/1/24
Austin Reaves,LAL,TOR,W,34.3,4,13,0.308,0,6,0,12,14,0.857,0,1,1,6,2,1,1,3,20,16.7,11/1/24
Mikal Bridges,NYK,DET,W,34.67,6,13,0.462,3,6,0.5,0,0,0,0,7,7,3,3,1,0,0,15,16.2,11/1/24
LaMelo Ball,CHO,BOS,L,31.13,12,25,0.48,5,14,0.357,2,3,0.667,0,2,2,4,1,0,4,6,31,15.9,11/1/24
Tristan Da Silva,ORL,CLE,L,20.13,6,8,0.75,3,3,1,2,3,0.667,2,3,5,2,0,0,0,3,17,15.9,11/1/24
Ben Sheppard,IND,NOP,L,32.95,7,12,0.583,6,11,0.545,0,0,0,0,3,3,1,0,0,0,1,20,15.6,11/1/24
Jordan Hawkins,NOP,IND,W,36.72,7,17,0.412,2,8,0.25,7,8,0.875,0,4,4,1,0,0,0,1,23,15,11/1/24
Clint Capela,ATL,SAC,L,28.8,7,9,0.778,0,0,0,1,1,1,3,7,10,1,0,0,0,4,15,14.8,11/1/24
Cameron Johnson,BRK,CHI,W,31.75,5,11,0.455,2,7,0.286,2,2,1,0,6,6,5,1,0,0,1,14,14.2,11/1/24
D'Angelo Russell,LAL,TOR,W,32.47,7,13,0.538,3,6,0.5,2,2,1,0,3,3,6,0,0,2,4,19,14.2,11/1/24
Josh Hart,NYK,DET,W,37.08,6,9,0.667,1,3,0.333,0,0,0,3,6,9,4,2,0,3,2,13,14,11/1/24
Naz Reid,MIN,DEN,W,23.48,7,10,0.7,1,3,0.333,1,1,1,1,2,3,2,0,3,1,4,16,14,11/1/24
Jalen Johnson,ATL,SAC,L,36,4,10,0.4,2,6,0.333,4,6,0.667,1,4,5,9,2,0,3,3,14,13.8,11/1/24
Donovan Mitchell,CLE,ORL,W,22.07,9,15,0.6,2,5,0.4,2,2,1,0,3,3,1,0,0,1,5,22,13.7,11/1/24
Coby White,CHI,BRK,L,34.32,6,13,0.462,5,9,0.556,4,5,0.8,1,3,4,4,0,0,3,4,21,13.7,11/1/24
Tobias Harris,DET,NYK,L,25.55,5,8,0.625,1,2,0.5,2,2,1,0,8,8,3,1,3,3,1,13,13.6,11/1/24
Domantas Sabonis,SAC,ATL,W,33.18,5,11,0.455,0,0,0,5,5,1,3,11,14,6,0,0,3,6,15,13.5,11/1/24
Bennedict Mathurin,IND,NOP,L,32.27,7,15,0.467,1,2,0.5,4,5,0.8,2,4,6,3,0,0,1,3,19,13.4,11/1/24
Ben Simmons,BRK,CHI,W,25.57,4,5,0.8,0,0,0,0,0,0,0,8,8,11,0,2,3,3,8,13.4,11/1/24
Brandon Boston,NOP,IND,W,22.8,6,9,0.667,2,4,0.5,0,0,0,0,2,2,2,2,0,0,2,14,13.3,11/1/24
Cason Wallace,OKC,POR,W,22.75,5,7,0.714,3,5,0.6,0,0,0,0,1,1,3,1,1,1,0,13,13.2,11/1/24
Jose Alvarado,NOP,IND,W,32.42,5,12,0.417,2,5,0.4,0,0,0,1,5,6,7,2,0,0,4,12,13.1,11/1/24
Evan Mobley,CLE,ORL,W,29.75,6,11,0.545,1,3,0.333,1,1,1,1,11,12,3,1,1,3,1,14,13.1,11/1/24
Pascal Siakam,IND,NOP,L,31.72,7,13,0.538,2,5,0.4,0,0,0,1,4,5,6,1,1,2,6,16,13.1,11/1/24
Aaron Wiggins,OKC,POR,W,22.95,5,10,0.5,3,5,0.6,0,0,0,4,4,8,2,1,0,1,1,13,13,11/1/24
Nic Claxton,BRK,CHI,W,24.47,6,8,0.75,0,0,0,0,0,0,4,5,9,2,1,0,1,4,12,12.9,11/1/24
Deandre Ayton,POR,OKC,L,28.07,7,11,0.636,0,0,0,0,0,0,3,2,5,2,2,0,2,1,14,12.8,11/1/24
Keegan Murray,SAC,ATL,W,38.87,6,12,0.5,1,6,0.167,1,1,1,3,7,10,3,0,1,1,3,14,12.8,11/1/24
Keon Johnson,BRK,CHI,W,8.8,5,6,0.833,2,2,1,0,0,0,0,3,3,1,1,1,0,1,12,12.7,11/1/24
Keon Ellis,SAC,ATL,W,19.4,4,5,0.8,2,3,0.667,2,2,1,1,0,1,2,0,1,0,1,12,12.5,11/1/24
Jerami Grant,POR,OKC,L,28.28,5,11,0.455,3,7,0.429,4,5,0.8,0,3,3,2,0,1,1,1,17,12.5,11/1/24
Derrick White,BOS,CHO,W,35.08,6,16,0.375,3,10,0.3,2,2,1,0,2,2,5,1,1,0,4,17,12.4,11/1/24
Zach LaVine,CHI,BRK,L,33.95,7,17,0.412,5,9,0.556,2,2,1,0,1,1,2,1,0,2,1,21,12.2,11/1/24
Keaton Wallace,ATL,SAC,L,29.3,5,9,0.556,4,8,0.5,0,0,0,0,3,3,3,1,1,1,3,14,12.2,11/1/24
Tyrese Haliburton,IND,NOP,L,33.4,2,8,0.25,1,6,0.167,6,6,1,1,1,2,11,0,0,2,2,11,12.1,11/1/24
Nickeil Alexander-Walker,MIN,DEN,W,23.63,2,6,0.333,2,4,0.5,2,2,1,0,2,2,5,3,1,0,1,8,12,11/1/24
Onyeka Okongwu,ATL,SAC,L,19.2,4,5,0.8,0,1,0,3,4,0.75,1,3,4,1,1,1,0,2,11,11.9,11/1/24
T.J. McConnell,IND,NOP,L,21.82,5,9,0.556,0,1,0,0,0,0,0,3,3,9,1,0,2,1,10,11.5,11/1/24
Neemias Queta,BOS,CHO,W,24.48,6,6,1,0,0,0,0,0,0,4,2,6,1,0,0,2,2,12,11.5,11/1/24
Toumani Camara,POR,OKC,L,24.35,4,7,0.571,3,5,0.6,2,2,1,0,3,3,2,2,0,2,2,13,11.2,11/1/24
Luguentz Dort,OKC,POR,W,25.47,3,9,0.333,1,4,0.25,1,1,1,1,4,5,2,4,2,0,1,8,11.2,11/1/24
Rayan Rupert,POR,OKC,L,22.87,5,9,0.556,4,7,0.571,0,0,0,0,2,2,0,1,1,0,2,14,11.2,11/1/24
Aaron Nesmith,IND,NOP,L,10.07,5,5,1,2,2,1,0,0,0,0,1,1,1,0,0,1,0,12,10.5,11/1/24
Dennis Schröder,BRK,CHI,W,33.17,4,12,0.333,1,3,0.333,0,0,0,1,6,7,7,3,0,2,1,9,10.2,11/1/24
Moritz Wagner,ORL,CLE,L,27.57,5,9,0.556,0,2,0,4,7,0.571,0,5,5,0,2,0,2,0,14,10,11/1/24
Jrue Holiday,BOS,CHO,W,31.95,5,12,0.417,3,6,0.5,1,2,0.5,0,5,5,1,1,0,0,2,14,9.6,11/1/24
Tidjane Salaün ,CHO,BOS,L,19.02,3,5,0.6,3,5,0.6,0,0,0,1,5,6,1,0,0,0,0,9,9.6,11/1/24
Payton Pritchard,BOS,CHO,W,27.83,1,6,0.167,0,5,0,5,6,0.833,0,2,2,3,5,0,1,0,7,9.5,11/1/24
Dalano Banton,POR,OKC,L,9.25,3,3,1,0,0,0,5,7,0.714,0,0,0,3,0,1,2,2,11,9.3,11/1/24
Franz Wagner,ORL,CLE,L,30.07,8,19,0.421,0,2,0,1,3,0.333,2,6,8,6,1,0,4,3,17,9.3,11/1/24
Caris LeVert,CLE,ORL,W,22.33,5,12,0.417,2,7,0.286,1,2,0.5,0,3,3,7,0,0,2,2,13,9.2,11/1/24
Ty Jerome,CLE,ORL,W,21,3,9,0.333,1,3,0.333,2,2,1,0,6,6,2,2,0,0,0,9,9.1,11/1/24
Christian Braun,DEN,MIN,L,35.75,5,11,0.455,1,3,0.333,3,3,1,2,5,7,2,0,0,2,4,14,9,11/1/24
Noah Clowney,BRK,CHI,W,15.12,2,4,0.5,0,2,0,3,4,0.75,2,2,4,1,0,2,0,0,7,8.7,11/1/24
Luke Kornet,BOS,CHO,W,23.52,2,2,1,0,0,0,1,2,0.5,2,2,4,1,1,2,0,1,5,8.7,11/1/24
Miles McBride,NYK,DET,W,28.33,4,12,0.333,2,8,0.25,0,1,0,1,2,3,2,4,0,0,2,10,8.7,11/1/24
Moussa Diabaté,CHO,BOS,L,15.78,3,4,0.75,0,0,0,1,2,0.5,6,1,7,1,0,0,1,2,7,8.4,11/1/24
Javonte Green,NOP,IND,W,18.82,3,4,0.75,1,1,1,0,0,0,0,4,4,0,1,1,0,0,7,8.3,11/1/24
Miles Bridges,CHO,BOS,L,31.33,5,16,0.313,2,10,0.2,2,3,0.667,0,7,7,3,1,0,1,1,14,8.2,11/1/24
Ousmane Dieng,OKC,POR,W,19.32,4,10,0.4,1,5,0.2,2,2,1,1,2,3,2,0,1,0,2,11,8.2,11/1/24
Isaiah Joe,OKC,POR,W,26.58,4,9,0.444,3,8,0.375,1,2,0.5,0,5,5,2,2,0,2,4,12,8.2,11/1/24
Simone Fontecchio,DET,NYK,L,19.93,5,7,0.714,2,4,0.5,0,1,0,0,4,4,0,0,0,2,0,12,7.9,11/1/24
Malik Monk,SAC,ATL,W,28.88,3,9,0.333,0,3,0,3,4,0.75,0,4,4,6,0,0,1,0,9,7.9,11/1/24
Anfernee Simons,POR,OKC,L,28.47,1,8,0.125,1,3,0.333,6,6,1,0,4,4,6,0,1,2,0,9,7.9,11/1/24
Max Christie,LAL,TOR,W,13.25,1,1,1,0,0,0,5,5,1,2,3,5,1,0,0,2,0,7,7.7,11/1/24
Isaiah Jackson,IND,NOP,L,15.58,3,3,1,0,0,0,0,2,0,0,8,8,1,0,1,0,1,6,7.7,11/1/24
Jonathan Mogbo,TOR,LAL,L,20.95,2,6,0.333,0,1,0,2,3,0.667,4,2,6,3,2,0,0,5,6,7.7,11/1/24
Dorian Finney-Smith,BRK,CHI,W,27.58,4,8,0.5,1,4,0.25,0,0,0,1,4,5,0,2,1,0,5,9,7.6,11/1/24
Chet Holmgren,OKC,POR,W,18.38,1,3,0.333,0,2,0,4,4,1,0,1,1,3,1,5,2,4,6,7.6,11/1/24
Donte DiVincenzo,MIN,DEN,W,24.93,2,7,0.286,2,7,0.286,1,2,0.5,1,7,8,6,1,0,3,1,7,7.1,11/1/24
Sam Hauser,BOS,CHO,W,17.52,2,3,0.667,2,3,0.667,0,0,0,1,4,5,2,0,0,1,0,6,7,11/1/24
Jaxson Hayes,LAL,TOR,W,15.03,1,1,1,0,0,0,2,2,1,3,3,6,0,0,2,0,3,4,6.9,11/1/24
Jett Howard,ORL,CLE,L,17.45,3,7,0.429,3,6,0.5,0,0,0,0,3,3,0,0,1,0,0,9,6.9,11/1/24
David Roddy,ATL,SAC,L,27.32,3,10,0.3,2,6,0.333,0,0,0,0,8,8,2,2,1,1,2,8,6.9,11/1/24
Luke Travers,CLE,ORL,W,3.97,1,1,1,0,0,0,2,2,1,1,1,2,2,0,1,0,0,4,6.8,11/1/24
Ziaire Williams,BRK,CHI,W,19.52,5,9,0.556,0,2,0,0,0,0,1,2,3,0,1,0,0,3,10,6.8,11/1/24
Seth Curry,CHO,BOS,L,18.6,3,3,1,2,2,1,0,0,0,0,2,2,0,1,0,0,5,8,6.7,11/1/24
Yves Missi,NOP,IND,W,26.17,2,5,0.4,0,0,0,0,0,0,6,4,10,0,0,1,0,2,4,6.6,11/1/24
Isaac Okoro,CLE,ORL,W,19.35,3,7,0.429,2,4,0.5,1,2,0.5,1,0,1,0,1,0,0,0,9,6.6,11/1/24
Kentavious Caldwell-Pope,ORL,CLE,L,27.5,2,3,0.667,1,2,0.5,2,2,1,0,1,1,1,1,0,0,3,7,6.5,11/1/24
Dillon Jones,OKC,POR,W,11.82,3,5,0.6,1,3,0.333,0,0,0,2,2,4,2,0,0,0,4,7,6.5,11/1/24
Davion Mitchell,TOR,LAL,L,30.93,4,9,0.444,2,6,0.333,0,0,0,0,3,3,5,0,2,3,4,10,6.5,11/1/24
Mike Conley,MIN,DEN,W,26.32,2,7,0.286,2,5,0.4,3,4,0.75,0,0,0,5,1,0,1,4,9,6.4,11/1/24
Josh Giddey,CHI,BRK,L,33.38,5,17,0.294,0,4,0,1,4,0.25,3,3,6,8,2,0,4,1,11,6.1,11/1/24
Paul Reed,DET,NYK,L,7.48,2,5,0.4,0,1,0,1,1,1,1,1,2,1,1,2,0,1,5,6,11/1/24
Chris Boucher,TOR,LAL,L,13.93,3,6,0.5,0,3,0,3,4,0.75,0,2,2,1,0,0,0,3,9,5.7,11/1/24
Scoot Henderson,POR,OKC,L,24.58,3,8,0.375,1,4,0.25,1,2,0.5,1,2,3,5,0,0,2,1,8,5.6,11/1/24
Jamal Murray,DEN,MIN,L,22.27,2,7,0.286,0,3,0,2,2,1,0,2,2,3,1,0,0,0,6,5.6,11/1/24
Ochai Agbaji,TOR,LAL,L,33.73,4,9,0.444,0,3,0,0,0,0,0,2,2,3,1,0,0,4,8,5.4,11/1/24
Ron Holland,DET,NYK,L,22.45,4,6,0.667,0,2,0,1,1,1,0,2,2,1,1,0,3,1,9,5.3,11/1/24
Grant Williams,CHO,BOS,L,30.4,2,6,0.333,2,5,0.4,0,0,0,2,5,7,3,1,1,2,5,6,5.3,11/1/24
Jalen Duren,DET,NYK,L,18.32,2,2,1,0,0,0,1,2,0.5,1,6,7,2,0,1,3,1,5,5.2,11/1/24
Ajay Mitchell,OKC,POR,W,17.22,3,6,0.5,2,3,0.667,0,0,0,2,0,2,2,0,0,1,4,8,5.2,11/1/24
Georges Niang,CLE,ORL,W,16.12,3,5,0.6,1,2,0.5,0,0,0,0,3,3,2,0,0,1,2,7,5.2,11/1/24
Dean Wade,CLE,ORL,W,24.37,1,3,0.333,1,2,0.5,2,3,0.667,1,2,3,2,0,0,0,1,5,5.2,11/1/24
Kevin Huerter,SAC,ATL,W,24.33,4,13,0.308,2,8,0.25,0,0,0,1,1,2,4,1,0,1,3,10,5.1,11/1/24
Cory Joseph,ORL,CLE,L,4.13,1,1,1,1,1,1,0,0,0,0,1,1,2,0,1,0,0,3,5.1,11/1/24
Jonathan Isaac,ORL,CLE,L,16.58,2,6,0.333,1,4,0.25,0,0,0,2,2,4,0,2,1,1,1,5,4.9,11/1/24
Dalen Terry,CHI,BRK,L,13.65,2,3,0.667,0,0,0,1,2,0.5,0,2,2,1,0,1,0,1,5,4.9,11/1/24
Alex Caruso,OKC,POR,W,17.38,3,5,0.6,0,2,0,0,0,0,1,2,3,2,0,0,0,4,6,4.8,11/1/24
Jaden McDaniels,MIN,DEN,W,26.27,4,7,0.571,2,4,0.5,0,0,0,0,0,0,1,1,2,3,5,10,4.8,11/1/24
Sam Merrill,CLE,ORL,W,20.07,2,3,0.667,2,3,0.667,0,0,0,0,2,2,1,0,0,0,3,6,4.8,11/1/24
Jordan Walsh,BOS,CHO,W,6.38,2,3,0.667,2,3,0.667,0,0,0,0,0,0,0,0,0,0,0,6,4.7,11/1/24
Anthony Black,ORL,CLE,L,27.5,3,8,0.375,1,3,0.333,0,0,0,0,2,2,6,0,0,2,2,7,4.6,11/1/24
Tim Hardaway,DET,NYK,L,24.57,3,9,0.333,2,7,0.286,0,0,0,1,0,1,3,0,0,1,1,8,4.3,11/1/24
Isaiah Stewart,DET,NYK,L,16.47,1,3,0.333,0,2,0,0,0,0,1,1,2,2,1,2,0,2,2,4.3,11/1/24
Daniel Theis,NOP,IND,W,13.23,1,3,0.333,1,1,1,0,0,0,2,3,5,1,0,0,0,0,3,4.3,11/1/24
Jaden Ivey,DET,NYK,L,18.88,4,9,0.444,2,4,0.5,0,0,0,2,3,5,2,0,0,4,2,10,4.2,11/1/24
Kris Murray,POR,OKC,L,22.28,3,7,0.429,1,3,0.333,2,5,0.4,1,2,3,0,1,0,1,3,9,4.2,11/1/24
Jalen Smith,CHI,BRK,L,13.58,2,4,0.5,1,3,0.333,0,0,0,1,4,5,0,0,1,1,1,5,4.2,11/1/24
Jarrett Allen,CLE,ORL,W,28.47,1,3,0.333,0,0,0,0,0,0,2,9,11,1,1,1,2,2,2,4,11/1/24
Tyler Kolek,NYK,DET,W,5.1,2,3,0.667,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,4,11/1/24
Deni Avdija,POR,OKC,L,23,5,10,0.5,1,3,0.333,0,1,0,1,2,3,4,1,0,6,2,11,3.9,11/1/24
Jarace Walker,IND,NOP,L,13.5,2,6,0.333,1,3,0.333,0,0,0,1,1,2,1,1,0,0,1,5,3.9,11/1/24
Cody Martin,CHO,BOS,L,25.92,3,9,0.333,1,3,0.333,0,0,0,1,2,3,1,1,1,1,2,7,3.8,11/1/24
Russell Westbrook,DEN,MIN,L,25.33,1,8,0.125,0,3,0,3,4,0.75,3,3,6,5,2,1,4,2,5,3.8,11/1/24
Donovan Clingan,POR,OKC,L,12.53,1,3,0.333,0,0,0,1,2,0.5,3,4,7,0,0,1,0,3,3,3.7,11/1/24
Trey Lyles,SAC,ATL,W,19.23,1,7,0.143,1,6,0.167,2,2,1,1,4,5,2,1,1,1,2,5,3.7,11/1/24
Jalen Wilson,BRK,CHI,W,22.28,3,8,0.375,1,5,0.2,0,0,0,0,1,1,3,1,0,2,1,7,3.6,11/1/24
Rui Hachimura,LAL,TOR,W,33.22,3,12,0.25,2,5,0.4,1,1,1,1,4,5,1,0,0,1,0,9,3.4,11/1/24
Tristan Thompson,CLE,ORL,W,3.97,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.4,11/1/24
Myles Turner,IND,NOP,L,29.92,5,12,0.417,2,5,0.4,0,0,0,0,4,4,2,0,1,4,4,12,3.3,11/1/24
Ayo Dosunmu,CHI,BRK,L,27.15,3,11,0.273,2,7,0.286,2,2,1,0,7,7,3,0,0,3,4,10,3.1,11/1/24
Obi Toppin,IND,NOP,L,18.78,3,6,0.5,1,3,0.333,0,0,0,1,4,5,0,0,0,2,2,7,3.1,11/1/24
Jabari Walker,POR,OKC,L,10.85,1,4,0.25,0,1,0,0,1,0,2,1,3,3,1,0,1,0,2,3,11/1/24
Talen Horton-Tucker,CHI,BRK,L,7.27,1,2,0.5,1,2,0.5,0,0,0,0,0,0,1,0,0,0,0,3,2.7,11/1/24
Jacob Toppin,NYK,DET,W,5.1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2.7,11/1/24
Ja'Kobe Walter,TOR,LAL,L,21.87,1,8,0.125,0,3,0,3,3,1,2,4,6,1,0,1,0,3,5,2.6,11/1/24
Dalton Knecht,LAL,TOR,W,19.12,2,5,0.4,1,3,0.333,0,0,0,1,2,3,1,0,0,1,2,5,2.5,11/1/24
Cameron Payne,NYK,DET,W,12.23,2,6,0.333,0,2,0,0,0,0,0,1,1,3,0,0,0,2,4,2.2,11/1/24
Pacome Dadiet,NYK,DET,W,5.1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,11/1/24
Duop Reath,POR,OKC,L,5.47,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,3,2,11/1/24
Nick Richards,CHO,BOS,L,15.55,0,1,0,0,0,0,1,2,0.5,1,2,3,1,0,2,1,1,1,1.9,11/1/24
Wendell Moore,DET,NYK,L,5.5,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1.7,11/1/24
Patrick Williams,CHI,BRK,L,28.37,2,8,0.25,0,4,0,2,2,1,1,5,6,1,1,0,3,1,6,1.7,11/1/24
Malik Beasley,DET,NYK,L,25.35,3,9,0.333,2,6,0.333,0,0,0,0,0,0,1,1,0,3,0,8,1.6,11/1/24
Hunter Tyson,DEN,MIN,L,5.72,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1.6,11/1/24
Julian Phillips,CHI,BRK,L,13.92,0,2,0,0,2,0,2,2,1,1,1,2,1,0,0,0,2,2,1.5,11/1/24
Marcus Sasser,DET,NYK,L,19.92,1,2,0.5,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1.3,11/1/24
Jeremiah Robinson-Earl,NOP,IND,W,8.6,1,4,0.25,0,1,0,0,0,0,3,0,3,0,0,0,1,0,2,0.7,11/1/24
Julian Strawther,DEN,MIN,L,16.05,1,4,0.25,0,2,0,2,3,0.667,1,0,1,1,1,0,1,5,4,0.6,11/1/24
Malevy Leons,OKC,POR,W,3.48,0,1,0,0,0,0,1,2,0.5,1,0,1,1,0,0,0,2,1,0.5,11/1/24
Joe Ingles,MIN,DEN,W,4.55,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0.4,11/1/24
D.J. Carton,TOR,LAL,L,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/1/24
JD Davison,BOS,CHO,W,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/1/24
Bronny James,LAL,TOR,W,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/1/24
Adama Sanogo,CHI,BRK,L,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/1/24
Jaden Springer,BOS,CHO,W,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/1/24
Jericho Sims,NYK,DET,W,16.37,0,1,0,0,0,0,0,0,0,3,3,6,0,0,1,2,3,0,-0.2,11/1/24
Colby Jones,SAC,ATL,W,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,11/1/24
Cole Anthony,ORL,CLE,L,8.07,1,4,0.25,0,0,0,0,1,0,0,1,1,2,0,0,1,1,2,-0.5,11/1/24
Peyton Watson,DEN,MIN,L,13.53,1,6,0.167,0,2,0,0,0,0,1,0,1,0,1,0,0,1,2,-0.5,11/1/24
Larry Nance,ATL,SAC,L,7.6,1,4,0.25,0,1,0,0,0,0,2,1,3,0,0,0,2,0,2,-0.7,11/1/24
Dario Šarić,DEN,MIN,L,4.72,0,3,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,-0.7,11/1/24
Gabe Vincent,LAL,TOR,W,20.53,1,6,0.167,0,4,0,0,0,0,1,2,3,2,0,0,0,4,2,-0.7,11/1/24
Jamal Shead,TOR,LAL,L,14.8,2,7,0.286,0,3,0,0,0,0,0,1,1,1,0,0,1,2,4,-0.9,11/1/24
Caleb Houstan,ORL,CLE,L,4.13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,11/1/24
Daniss Jenkins,DET,NYK,L,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,11/1/24
Jamal Cain,NOP,IND,W,9.05,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,11/1/24
Josh Green,CHO,BOS,L,22.75,1,4,0.25,1,3,0.333,0,2,0,0,1,1,1,0,0,1,4,3,-1.8,11/1/24
Ariel Hukporti,NYK,DET,W,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-1.8,11/1/24
Gary Harris,ORL,CLE,L,20.32,0,4,0,0,2,0,0,0,0,0,1,1,0,1,0,1,1,0,-2.9,11/1/24
Zaccharie Risacher,ATL,SAC,L,19.88,1,9,0.111,1,6,0.167,0,0,0,0,1,1,0,0,0,1,3,3,-4.8,11/1/24
Damian Lillard,MIL,CLE,L,38.57,13,24,0.542,10,15,0.667,5,8,0.625,0,4,4,9,0,1,1,4,41,33.8,11/2/24
Giannis Antetokounmpo,MIL,CLE,L,38.87,15,27,0.556,0,0,0,4,7,0.571,6,10,16,9,1,0,0,5,34,32.4,11/2/24
Nikola Jokić,DEN,UTA,W,29.7,10,18,0.556,3,4,0.75,4,4,1,5,11,16,9,1,0,5,1,27,27.1,11/2/24
Bam Adebayo,MIA,WAS,W,30.97,12,24,0.5,3,5,0.6,5,6,0.833,5,9,14,2,1,1,1,3,32,26.7,11/2/24
Jaren Jackson,MEM,PHI,W,31,11,16,0.688,2,3,0.667,3,4,0.75,2,4,6,0,3,2,0,3,27,25.6,11/2/24
LaMelo Ball,CHO,BOS,L,37.13,15,26,0.577,6,12,0.5,0,0,0,2,2,4,6,3,0,6,6,36,24.6,11/2/24
Tari Eason,HOU,GSW,L,35.33,11,19,0.579,3,5,0.6,2,4,0.5,6,3,9,1,4,3,3,5,27,24.2,11/2/24
Devin Booker,PHO,POR,W,36.03,9,23,0.391,2,10,0.2,8,9,0.889,3,6,9,9,0,0,1,1,28,23.9,11/2/24
Domantas Sabonis,SAC,TOR,L,42.8,5,10,0.5,0,1,0,7,8,0.875,7,13,20,10,1,0,3,5,17,23.4,11/2/24
Buddy Hield,GSW,HOU,W,32.03,9,14,0.643,6,10,0.6,3,4,0.75,1,6,7,2,1,1,3,2,27,22.2,11/2/24
Shai Gilgeous-Alexander,OKC,LAC,W,31.33,7,14,0.5,2,4,0.5,9,9,1,0,3,3,9,0,1,3,2,25,22.1,11/2/24
RJ Barrett,TOR,SAC,W,39.9,10,26,0.385,3,9,0.333,8,11,0.727,2,7,9,6,1,0,2,1,31,21.9,11/2/24
Keldon Johnson,SAS,MIN,W,29.3,10,17,0.588,3,8,0.375,2,2,1,2,6,8,0,2,0,0,1,25,21.9,11/2/24
Ochai Agbaji,TOR,SAC,W,35.6,9,12,0.75,4,5,0.8,0,0,0,0,5,5,2,2,1,1,3,22,20.6,11/2/24
Luke Kornet,BOS,CHO,W,29.6,6,6,1,0,0,0,7,7,1,1,3,4,3,1,2,2,2,19,20.5,11/2/24
Donovan Mitchell,CLE,MIL,W,34.55,11,25,0.44,4,8,0.5,4,4,1,2,1,3,4,0,0,1,1,30,20,11/2/24
Chris Paul,SAS,MIN,W,32.5,5,9,0.556,3,6,0.5,2,2,1,1,3,4,13,0,0,1,1,15,20,11/2/24
Chris Boucher,TOR,SAC,W,24.95,9,13,0.692,4,6,0.667,2,3,0.667,0,5,5,1,0,0,0,1,24,19.9,11/2/24
Walker Kessler,UTA,DEN,L,29.35,5,6,0.833,0,0,0,8,12,0.667,4,10,14,0,0,5,2,4,18,19.9,11/2/24
Bilal Coulibaly,WAS,MIA,L,33.47,8,12,0.667,2,2,1,4,6,0.667,3,5,8,2,0,0,0,4,22,19.4,11/2/24
DeMar DeRozan,SAC,TOR,L,42.88,12,27,0.444,2,7,0.286,7,7,1,0,3,3,4,3,0,6,1,33,19.2,11/2/24
Jay Huff,MEM,PHI,W,14.18,7,10,0.7,5,7,0.714,1,1,1,1,4,5,1,0,1,0,1,20,18.7,11/2/24
Jayson Tatum,BOS,CHO,W,33.73,7,15,0.467,1,9,0.111,14,17,0.824,0,7,7,3,0,0,5,3,29,18.1,11/2/24
Jeremy Sochan,SAS,MIN,W,32.97,7,10,0.7,1,2,0.5,4,5,0.8,1,9,10,4,1,1,3,4,19,17.7,11/2/24
Norman Powell,LAC,OKC,L,31.88,9,14,0.643,3,6,0.5,3,3,1,0,2,2,2,2,0,4,1,24,17.4,11/2/24
Alex Sarr,WAS,MIA,L,27,7,11,0.636,1,4,0.25,2,2,1,1,5,6,3,0,4,1,2,17,17.4,11/2/24
Amen Thompson,HOU,GSW,L,33.7,8,15,0.533,0,2,0,2,4,0.5,3,8,11,4,1,0,0,2,18,17.4,11/2/24
Malik Monk,SAC,TOR,L,38.37,9,16,0.563,3,7,0.429,0,0,0,0,4,4,4,2,0,1,3,21,17.2,11/2/24
Tyrese Maxey,PHI,MEM,L,37.47,8,19,0.421,4,9,0.444,3,3,1,0,2,2,6,3,0,3,2,23,16.9,11/2/24
